frame,timestamp_sec,occupancy,max_occupancy_so_far
158,5.258,0,0
159,5.292,0,0
160,5.325,0,0
161,5.358,0,0
162,5.391,0,0
163,5.425,0,0
164,5.458,0,0
165,5.491,0,0
166,5.525,0,0
167,5.558,0,0
168,5.591,0,0
169,5.624,0,0
170,5.658,0,0
171,5.691,0,0
172,5.724,0,0
173,5.758,0,0
174,5.791,0,0
175,5.824,0,0
176,5.857,0,0
177,5.891,0,0
178,5.924,0,0
179,5.957,0,0
180,5.99,0,0
181,6.024,0,0
182,6.057,0,0
183,6.09,0,0
184,6.124,0,0
185,6.157,0,0
186,6.19,0,0
187,6.223,0,0
188,6.257,0,0
189,6.29,0,0
190,6.323,0,0
191,6.357,0,0
192,6.39,0,0
193,6.423,0,0
194,6.456,0,0
195,6.49,0,0
196,6.523,0,0
197,6.556,0,0
198,6.59,0,0
199,6.623,0,0
200,6.656,0,0
201,6.689,0,0
202,6.723,0,0
203,6.756,0,0
204,6.789,0,0
205,6.823,0,0
206,6.856,0,0
207,6.889,0,0
208,6.922,0,0
209,6.956,0,0
210,6.989,0,0
211,7.022,0,0
212,7.055,0,0
213,7.089,0,0
214,7.122,0,0
215,7.155,0,0
216,7.189,0,0
217,7.222,0,0
218,7.255,0,0
219,7.288,0,0
220,7.322,0,0
221,7.355,0,0
222,7.388,0,0
223,7.422,0,0
224,7.455,0,0
225,7.488,0,0
226,7.521,0,0
227,7.555,0,0
228,7.588,0,0
229,7.621,0,0
230,7.655,0,0
231,7.688,0,0
232,7.721,0,0
233,7.754,0,0
234,7.788,0,0
235,7.821,0,0
236,7.854,0,0
237,7.887,0,0
238,7.921,0,0
239,7.954,0,0
240,7.987,0,0
241,8.021,0,0
242,8.054,0,0
243,8.087,0,0
244,8.12,0,0
245,8.154,0,0
246,8.187,0,0
247,8.22,0,0
248,8.254,0,0
249,8.287,0,0
250,8.32,0,0
251,8.353,0,0
252,8.387,0,0
253,8.42,0,0
254,8.453,0,0
255,8.487,0,0
256,8.52,0,0
257,8.553,0,0
258,8.586,0,0
259,8.62,0,0
260,8.653,0,0
261,8.686,0,0
262,8.719,0,0
263,8.753,0,0
264,8.786,0,0
265,8.819,0,0
266,8.853,0,0
267,8.886,0,0
268,8.919,0,0
269,8.952,0,0
270,8.986,0,0
271,9.019,0,0
272,9.052,0,0
273,9.086,0,0
274,9.119,0,0
275,9.152,0,0
276,9.185,0,0
277,9.219,0,0
278,9.252,0,0
279,9.285,0,0
280,9.319,0,0
281,9.352,0,0
282,9.385,0,0
283,9.418,0,0
284,9.452,0,0
285,9.485,0,0
286,9.518,0,0
287,9.552,0,0
288,9.585,0,0
289,9.618,0,0
290,9.651,0,0
291,9.685,0,0
292,9.718,0,0
293,9.751,0,0
294,9.784,0,0
295,9.818,0,0
296,9.851,0,0
297,9.884,0,0
298,9.918,0,0
299,9.951,0,0
300,9.984,0,0
301,10.017,0,0
302,10.051,0,0
303,10.084,0,0
304,10.117,0,0
305,10.151,0,0
306,10.184,0,0
307,10.217,0,0
308,10.25,0,0
309,10.284,0,0
310,10.317,0,0
311,10.35,0,0
312,10.384,0,0
313,10.417,0,0
314,10.45,0,0
315,10.483,0,0
316,10.517,0,0
317,10.55,0,0
318,10.583,0,0
319,10.616,0,0
320,10.65,0,0
321,10.683,0,0
322,10.716,0,0
323,10.75,0,0
324,10.783,0,0
325,10.816,0,0
326,10.849,0,0
327,10.883,0,0
328,10.916,0,0
329,10.949,0,0
330,10.983,0,0
331,11.016,0,0
332,11.049,0,0
333,11.082,0,0
334,11.116,0,0
335,11.149,0,0
336,11.182,0,0
337,11.216,0,0
338,11.249,0,0
339,11.282,0,0
340,11.315,0,0
341,11.349,0,0
342,11.382,0,0
343,11.415,0,0
344,11.449,0,0
345,11.482,0,0
346,11.515,0,0
347,11.548,0,0
348,11.582,0,0
349,11.615,0,0
350,11.648,0,0
351,11.681,0,0
352,11.715,0,0
353,11.748,0,0
354,11.781,0,0
355,11.815,0,0
356,11.848,0,0
357,11.881,0,0
358,11.914,0,0
359,11.948,0,0
360,11.981,0,0
361,12.014,0,0
362,12.048,0,0
363,12.081,0,0
364,12.114,0,0
365,12.147,0,0
366,12.181,0,0
367,12.214,0,0
368,12.247,0,0
369,12.281,0,0
370,12.314,0,0
371,12.347,0,0
372,12.38,0,0
373,12.414,0,0
374,12.447,0,0
375,12.48,0,0
376,12.513,0,0
377,12.547,0,0
378,12.58,0,0
379,12.613,0,0
380,12.647,0,0
381,12.68,0,0
382,12.713,0,0
383,12.746,0,0
384,12.78,0,0
385,12.813,0,0
386,12.846,0,0
387,12.88,0,0
388,12.913,0,0
389,12.946,0,0
390,12.979,0,0
391,13.013,0,0
392,13.046,0,0
393,13.079,0,0
394,13.113,0,0
395,13.146,0,0
396,13.179,0,0
397,13.212,0,0
398,13.246,0,0
399,13.279,0,0
400,13.312,0,0
401,13.345,0,0
402,13.379,0,0
403,13.412,0,0
404,13.445,0,0
405,13.479,0,0
406,13.512,0,0
407,13.545,0,0
408,13.578,0,0
409,13.612,0,0
410,13.645,0,0
411,13.678,0,0
412,13.712,0,0
413,13.745,0,0
414,13.778,0,0
415,13.811,0,0
416,13.845,0,0
417,13.878,0,0
418,13.911,0,0
419,13.945,0,0
420,13.978,0,0
421,14.011,0,0
422,14.044,0,0
423,14.078,0,0
424,14.111,0,0
425,14.144,0,0
426,14.178,0,0
427,14.211,0,0
428,14.244,0,0
429,14.277,0,0
430,14.311,0,0
431,14.344,0,0
432,14.377,0,0
433,14.41,0,0
434,14.444,0,0
435,14.477,0,0
436,14.51,0,0
437,14.544,0,0
438,14.577,0,0
439,14.61,0,0
440,14.643,0,0
441,14.677,0,0
442,14.71,0,0
443,14.743,0,0
444,14.777,0,0
445,14.81,0,0
446,14.843,0,0
447,14.876,0,0
448,14.91,0,0
449,14.943,0,0
450,14.976,0,0
451,15.01,0,0
452,15.043,0,0
453,15.076,0,0
454,15.109,0,0
455,15.143,0,0
456,15.176,0,0
457,15.209,0,0
458,15.242,0,0
459,15.276,0,0
460,15.309,0,0
461,15.342,0,0
462,15.376,0,0
463,15.409,0,0
464,15.442,0,0
465,15.475,0,0
466,15.509,0,0
467,15.542,0,0
468,15.575,0,0
469,15.609,0,0
470,15.642,0,0
471,15.675,0,0
472,15.708,0,0
473,15.742,0,0
474,15.775,0,0
475,15.808,0,0
476,15.842,0,0
477,15.875,0,0
478,15.908,0,0
479,15.941,0,0
480,15.975,0,0
481,16.008,0,0
482,16.041,0,0
483,16.074,0,0
